"data","BBAS3.SA_bovespa","BBDC3.SA_bovespa","BRML3.SA_bovespa","CCRO3.SA_bovespa","CPFE3.SA_bovespa","CRUZ3.SA_bovespa","CSAN3.SA_bovespa","CSNA3.SA_bovespa","CYRE3.SA_bovespa","ELET3.SA_bovespa","EMBR3.SA_bovespa","ENBR3.SA_bovespa","EVEN3.SA_bovespa","GFSA3.SA_bovespa","HGTX3.SA_bovespa","ITSA4.SA_bovespa","JBSS3.SA_bovespa","LIGT3.SA_bovespa","LREN3.SA_bovespa","MRFG3.SA_bovespa","MRVE3.SA_bovespa","NATU3.SA_bovespa","PDGR3.SA_bovespa","PETR3.SA_bovespa","POMO4.SA_bovespa","RENT3.SA_bovespa","RSID3.SA_bovespa","SBSP3.SA_bovespa","SUZB5.SA_bovespa","TBLE3.SA_bovespa","VALE3.SA_bovespa","BBAS3.SA_yahoo","BBDC3.SA_yahoo","BRML3.SA_yahoo","CCRO3.SA_yahoo","CPFE3.SA_yahoo","CRUZ3.SA_yahoo","CSAN3.SA_yahoo","CSNA3.SA_yahoo","CYRE3.SA_yahoo","ELET3.SA_yahoo","EMBR3.SA_yahoo","ENBR3.SA_yahoo","EVEN3.SA_yahoo","GFSA3.SA_yahoo","HGTX3.SA_yahoo","ITSA4.SA_yahoo","JBSS3.SA_yahoo","LIGT3.SA_yahoo","LREN3.SA_yahoo","MRFG3.SA_yahoo","MRVE3.SA_yahoo","NATU3.SA_yahoo","PDGR3.SA_yahoo","PETR3.SA_yahoo","POMO4.SA_yahoo","RENT3.SA_yahoo","RSID3.SA_yahoo","SBSP3.SA_yahoo","SUZB5.SA_yahoo","TBLE3.SA_yahoo","VALE3.SA_yahoo"
"2011-11-21",24.19,23.69,19.11,46,22.27,22.5,25.7,15.08,13.61,16.6,11.15,36.65,5.95,5.26,38.15,10.02,5.62,27.16,49.6,7.72,10.38,35,6.55,23.5,8,25.93,9.04,49.2,7.45,28.12,43.94,19.43,16.72,18.13,10.19,19.16,19.39,21.44,11.2,12.63,13.43,10.65,9.34,5.36,4.65,33.07,6.94,5.51,21.05,45.53,7.72,9.18,29.61,5.39,22.17,3.43,23.99,44.24,12.62,6.15,24.01,37.05
"2011-11-22",23.8,23.49,19.1,45.79,22.6,22.24,25.95,14.86,13.65,16.13,11.05,37.05,5.92,5.28,37.6,9.85,5.95,26.98,49.25,8.3,10.06,34.9,6.26,23.5,7.93,25.56,8.77,49.16,7.12,28.26,43.55,19.12,16.58,18.13,10.14,19.44,19.16,21.65,11.04,12.66,13.05,10.55,9.44,5.13,4.74,32.59,6.79,5.83,20.91,45.21,8.3,8.9,29.52,5.15,22.17,3.4,23.65,42.92,12.61,5.88,24.13,36.72
"2011-11-23",23.2,23.25,17.9,45.1,22.68,22.4,25.69,14.49,13.48,15.84,10.53,37.3,5.76,5.27,37.3,9.67,5.6,26.14,48.76,8.31,10.09,35,6.1,23.31,7.56,24.69,8.8,49.46,6.99,28,42.4,18.63,16.41,16.99,9.99,19.51,19.3,21.43,10.77,12.51,12.82,10.05,9.51,4.99,4.73,32.33,6.66,5.49,20.26,44.76,8.31,8.92,29.61,5.02,21.99,3.24,22.85,43.06,12.69,5.77,23.91,35.75
"2011-11-24",23.28,23.29,18,46.55,22.71,22.9,25.88,14.19,13.87,16.08,10.95,37.47,6.09,5.32,37.95,9.78,5.73,26.67,50.36,8.4,10.55,34.8,6.41,23.43,7.6,25.39,9.16,49.82,7.16,28,42.45,18.7,16.44,17.08,10.31,19.53,19.73,21.59,10.54,12.87,13.01,10.46,9.55,5.28,4.78,32.89,6.74,5.62,20.67,46.23,8.4,9.33,29.44,5.27,22.1,3.26,23.49,44.83,12.78,5.91,23.91,35.79
"2011-11-25",23.16,22.98,18.24,47,22.97,23.05,25.8,14.27,13.9,16.17,11.1,37.57,6.14,5.35,37.1,9.73,5.86,26.11,49.5,8.81,10.61,34.9,6.52,22.81,7.67,25.75,9.26,49.02,6.85,28.25,41.48,18.6,16.22,17.31,10.41,19.76,19.86,21.52,10.6,12.9,13.09,10.6,9.58,5.32,4.8,32.16,6.7,5.74,20.23,45.44,8.81,9.38,29.52,5.36,21.52,3.29,23.83,45.32,12.57,5.65,24.12,34.98
"2011-11-28",23.6,23.51,18.18,11.59,23.45,23.05,26.54,14.77,14.67,16.61,11.37,38,6.25,5.36,38.49,9.98,6.11,26.2,52.4,9.26,11.05,35.85,6.55,23.48,7.86,26.08,9.6,49.28,7.04,28,41.89,18.96,16.6,17.25,10.27,20.17,19.86,22.14,10.97,13.61,13.44,10.86,9.69,5.42,4.81,33.36,6.88,5.99,20.3,48.1,9.26,9.77,30.33,5.39,22.15,3.37,24.13,46.98,12.64,5.81,23.91,35.32
"2011-11-29",23.21,23.3,17.75,11.19,22.9,23.34,26.34,14.17,15,16.2,11.15,37.8,6.22,5.25,38.8,9.87,5.68,26.32,52.85,9.01,11.49,35.56,6.44,23.27,7.96,26.2,9.63,49.07,6.89,28.15,41.3,18.64,16.45,16.84,9.92,19.7,20.11,21.97,10.53,13.92,13.11,10.65,9.64,5.39,4.71,33.63,6.8,5.57,20.4,48.52,9.01,10.16,30.08,5.29,21.95,3.41,24.24,47.13,12.59,5.69,24.04,34.82
"2011-11-30",24.2,24.85,18.31,11.55,22.9,22.94,26.9,14.75,15.03,16.57,11.31,38.6,6.5,5.37,38.3,10.55,5.95,27.41,54.2,8.22,11.65,36.3,6.72,24.12,8.16,27.4,9.97,49.99,7.16,28.22,41.65,19.44,17.54,17.38,10.23,19.7,19.77,22.44,10.96,13.94,13.41,10.8,9.84,5.64,4.82,33.2,7.27,5.83,21.24,49.75,8.22,10.3,30.71,5.52,22.75,3.5,25.35,48.79,12.82,5.91,24.09,35.12
"2011-12-01",25.22,25.17,19.05,11.46,22.9,23.44,27.6,14.9,15.66,16.86,11.39,38.18,6.88,5.63,36.21,10.82,6.24,27.46,54.3,7.99,12.3,36.8,6.83,24.7,8.08,27.89,10.35,50.46,7.18,28.15,41.9,20.26,17.77,18.08,10.15,19.7,20.2,23.02,11.07,14.53,13.64,10.88,9.73,5.96,5.06,31.39,7.47,6.12,21.28,49.85,7.99,10.88,31.13,5.62,23.3,3.46,25.81,50.65,12.94,5.93,24.04,35.33
"2011-12-02",24.88,25.25,18.95,11.43,22.65,22.74,27.5,14.82,15.99,16.94,11.38,38.2,6.9,5.49,36,10.91,5.9,27.7,53.15,7.97,12.45,36.54,6.42,24.63,7.87,26.84,10.01,49.4,7.14,27.83,42.42,19.98,17.84,17.98,10.13,19.48,19.59,22.94,11.01,14.83,13.71,10.87,9.74,5.98,4.93,31.2,7.53,5.78,21.47,48.79,7.97,11.01,30.91,5.28,23.24,3.37,24.83,48.99,12.67,5.89,23.76,35.77
"2011-12-05",24.17,25.35,19.27,11.55,23.11,23.1,27.75,15.4,15.95,17.26,11.38,38.65,6.95,5.57,37.26,11.14,6.14,27.84,54.5,8.37,12.75,36.9,6.73,25.17,7.72,27.95,10.38,49.65,7.3,28.25,43.2,19.41,17.91,18.29,10.23,19.88,19.9,23.15,11.44,14.8,13.97,10.87,9.85,6.03,5,32.3,7.69,6.02,21.57,50.03,8.37,11.27,31.22,5.53,23.75,3.31,25.86,50.8,12.74,6.03,24.12,36.43
"2011-12-06",24.41,25.4,19.4,11.79,23.86,23.2,27.9,15.84,16.22,17.54,11.28,38.8,7,5.54,38.9,11.21,6.25,29.19,55.18,8.51,12.85,36.7,6.68,25.39,7.61,28.22,10.26,49.93,7.4,28.6,43.15,19.61,17.94,18.41,10.45,20.52,19.99,23.27,11.77,15.05,14.19,10.77,9.89,6.07,4.97,33.72,7.74,6.13,22.62,50.65,8.51,11.36,31.05,5.49,23.95,3.26,26.11,50.21,12.81,6.11,24.42,36.38
"2011-12-07",23.79,25.05,19,11.62,23.61,23.34,28.01,15.33,15.85,17.27,11.09,38.54,6.79,5.41,37.94,11.2,6.1,29.08,53.99,8.23,12.2,36.14,6.5,25.33,7.49,28.28,10.16,48.63,7.26,28.7,41.27,19.11,17.7,18.03,10.3,20.31,20.11,23.37,11.39,14.71,13.98,10.59,9.82,5.89,4.86,32.89,7.73,5.98,22.53,49.56,8.23,10.79,30.57,5.34,23.9,3.21,26.17,49.72,12.47,5.99,24.5,34.8
"2011-12-08",23.68,25.15,18.66,11.77,23.78,23.2,27.89,14.71,15.06,17.1,11.23,38.37,6.45,5.2,37,11.14,5.69,29.35,52.33,8.49,11.62,35.7,6.26,24.34,7.48,27.7,9.58,49,7.14,29.65,40.42,19.02,17.77,17.71,10.43,20.45,19.99,23.27,10.93,13.97,13.84,10.72,9.78,5.59,4.67,32.07,7.69,5.58,22.74,48.04,8.49,10.28,30.2,5.15,22.96,3.2,25.63,46.88,12.57,5.89,25.32,34.08
"2011-12-09",24.2,25.21,18.7,11.7,23.78,23.15,27.82,15.04,15.63,17.28,11.13,38.1,6.57,5.31,36.91,11.24,5.58,29.3,53.06,8.79,12.03,35.9,6.23,24.75,7.48,27.45,9.79,49.3,7.19,29.2,41.23,19.44,17.81,17.75,10.37,20.45,19.95,23.21,11.17,14.5,13.98,10.63,9.71,5.7,4.77,31.99,7.76,5.47,22.71,48.71,8.79,10.64,30.37,5.12,23.35,3.2,25.4,47.91,12.65,5.94,24.93,34.77
"2011-12-13",23.6,24.84,17.65,11.35,24.5,23.3,27.78,14.65,15.38,17.48,11.06,39.22,6.42,5.1,36.95,11.15,5.67,29.65,52.01,8.85,11.89,35.8,6.15,24.1,7.14,26.67,9.42,49.98,7.15,28.82,40.48,18.96,17.55,16.75,10.06,21.07,20.08,23.17,10.88,14.27,14.15,10.56,10,5.57,4.58,32.03,7.7,5.56,22.98,47.74,8.85,10.51,30.29,5.06,22.74,3.28,24.68,46.1,12.82,5.9,24.61,34.13
"2011-12-14",23.3,24.5,17.55,11.07,24.62,23.23,26.8,14.29,15.36,17.44,10.85,39,6.23,5.01,35.7,11.08,5.67,29.7,50.96,9,11.56,35.61,6.06,23.3,6.94,25.61,9.08,50.06,7.04,29.38,39.84,18.71,17.31,16.65,9.81,21.18,20.01,22.36,10.62,14.25,14.11,10.36,9.94,5.4,4.5,30.94,7.65,5.56,23.02,46.78,9,10.22,30.12,4.98,21.98,3.19,23.7,44.43,12.84,5.81,25.09,33.59
"2011-12-15",23.05,24.2,18.05,11.32,25.01,23.3,26.45,14.09,15.69,17.3,10.91,39.51,6.33,5.06,36.44,11.09,5.54,29.85,51,8.8,11.7,35.3,6.09,23.06,7,26.37,9.07,49.36,6.9,29.25,39.2,18.51,17.1,17.13,10.03,21.51,20.08,22.06,10.47,14.56,14,10.42,10.07,5.49,4.54,31.59,7.66,5.43,23.13,46.82,8.8,10.35,29.86,5.01,21.75,3.21,24.4,44.39,12.66,5.7,24.97,33.05
"2011-12-16",22.7,24.1,18.5,11.77,24.9,23.23,26.65,13.89,15.79,17.37,10.85,39.5,6.48,5.09,37.53,11,5.8,29.65,51,8.4,11.87,35.5,6.09,22.8,6.97,26.8,9.06,49.71,6.68,29.75,39.2,18.23,17.03,17.56,10.43,21.42,20.01,22.23,10.32,14.65,14.06,10.36,10.07,5.62,4.57,32.53,7.59,5.68,22.98,46.82,8.4,10.5,30.03,5.01,21.51,3.2,24.8,44.34,12.75,5.51,25.4,33.05
"2011-12-19",22.48,24.19,18.34,11.84,25.3,23.25,26.8,13.69,15.2,17.2,10.84,39.5,6.15,4.43,36.11,10.85,5.89,28.2,50.4,8.1,11.43,35.3,5.9,22.7,6.95,26.8,8.6,49.55,6.43,30.1,38.59,18.06,17.09,17.4,10.49,21.76,20.03,22.36,10.17,14.1,13.92,10.35,10.07,5.33,3.98,31.3,7.49,5.77,22.29,46.27,8.1,10.11,29.86,4.85,21.42,3.19,24.8,42.09,12.71,5.31,25.7,32.54
"2011-12-20",22.91,24.97,18.67,12.2,25.74,23.37,27.01,14.4,15.07,17.43,11.14,40.2,6.23,4.39,35.4,11.15,6.23,28.44,50,8.4,11.34,35.25,6.1,23.74,6.95,26.8,8.74,50.6,6.58,30.67,40,18.4,17.64,17.72,10.81,22.14,20.14,22.53,10.7,13.98,14.11,10.64,10.25,5.4,3.94,30.68,7.7,6.11,22.48,45.9,8.4,10.03,29.82,5.02,22.4,3.19,24.8,42.77,12.98,5.43,26.19,33.73
"2011-12-21",23.42,24.8,18.06,12.16,25.7,23.34,26.8,14.65,14.71,17.75,11.3,40.55,6.21,4.31,33.68,11.14,6.31,28.01,49.1,8.5,11,34.91,6.01,23.45,6.74,26.4,8.58,50.12,7.06,30.3,40.13,18.81,17.52,17.14,10.77,22.11,20.11,22.36,10.88,13.65,14.36,10.79,10.34,5.38,3.87,29.19,7.69,6.18,22.14,45.07,8.5,9.73,29.53,4.94,22.12,3.09,24.43,41.99,12.86,5.83,25.87,33.84
"2011-12-22",23.82,25.25,17.8,12.1,25.9,23.3,26.7,14.91,14.92,18.23,11.3,39.89,6.1,4.29,33,11.34,6.49,28.14,50,8.74,10.83,35.65,6.01,23.79,6.6,26,8.4,51.13,6.83,30.65,40.7,19.13,17.84,16.89,10.72,22.28,20.09,22.27,11.08,13.84,14.75,10.79,10.17,5.29,3.85,28.6,7.83,6.36,22.24,45.9,8.74,9.58,30.16,4.94,22.44,3.03,24.06,41.11,13.12,5.64,26.17,34.32
"2011-12-23",23.93,25.39,18.06,12.05,26.26,23.2,26.71,14.99,15.17,18.16,11.3,41.19,6.15,4.25,33.6,11.45,6.64,28.89,50.25,8.75,10.75,36.65,5.98,23.9,6.69,25.99,8.28,51.65,6.89,30.7,40.95,19.22,17.94,17.14,10.68,22.59,20,22.28,11.14,14.07,14.7,10.79,10.5,5.33,3.82,29.12,7.9,6.51,22.83,46.13,8.75,9.51,31,4.92,22.55,3.07,24.05,40.52,13.25,5.69,26.21,34.53
"2011-12-26",23.89,25.23,18.2,12,26.5,23.25,27.06,15.11,15.28,18.25,11.06,41.54,6.12,4.31,33.8,11.4,6.9,29.17,49.78,8.7,10.91,36.13,6.06,23.78,6.9,26.15,8.49,51.97,6.81,30.71,40.63,19.19,17.82,17.27,10.63,22.79,20.05,22.57,11.23,14.18,14.77,10.56,10.59,5.31,3.87,29.3,7.87,6.76,23.06,45.7,8.7,9.65,30.56,4.98,22.43,3.17,24.2,41.55,13.33,5.62,26.22,34.26
"2011-12-27",24.05,25.28,18.38,12.1,26.5,23,26.97,15.24,15.4,18.26,11.5,41.16,6.15,4.32,33.83,11.27,6.95,29.22,49.05,8.71,11.15,35.84,5.98,23.77,7.04,26.24,8.4,52.78,6.91,30.9,40.9,19.32,17.86,17.44,10.72,22.79,19.83,22.5,11.32,14.29,14.78,10.98,10.49,5.33,3.88,29.32,7.78,6.81,23.09,45.03,8.71,9.86,30.32,4.92,22.42,3.23,24.28,41.11,13.54,5.7,26.38,34.49
"2011-12-28",23.47,24.95,18,12.17,26.18,23,26.9,14.84,14.86,17.58,11.52,40.52,6.1,4.16,32.88,11.06,6.36,29.05,48.62,8.35,10.75,36.21,5.82,22.79,7.02,26.37,8.14,51.32,6.9,30.52,39.72,18.85,17.63,17.08,10.78,22.52,19.83,22.44,11.03,13.79,14.23,11,10.33,5.29,3.74,28.5,7.64,6.23,22.96,44.63,8.35,9.51,30.63,4.79,21.5,3.22,24.4,39.83,13.16,5.7,26.06,33.49
"2011-12-29",23.7,25.29,18.12,12.22,26.02,22.91,27,14.98,14.84,17.84,11.76,41.5,6.18,4.12,32.46,11.28,6.08,28.8,48.41,8.54,10.7,36.26,5.9,23,7.09,25.6,8,52.03,6.74,29.96,39.45,19.04,17.87,17.2,10.83,22.38,19.75,22.52,11.13,13.77,14.44,11.23,10.58,5.36,3.7,28.14,7.79,5.96,22.76,44.44,8.54,9.46,30.67,4.85,21.7,3.26,23.69,39.15,13.35,5.56,25.58,33.26
"2012-01-02",24.29,25.31,19,12.24,25.81,23.34,26.7,15.11,15.39,17.65,11.8,41.5,6.34,4.48,34.49,11.14,5.62,28.55,51,8.99,11.39,36.9,6.23,23.21,7.07,26.89,8.6,50.42,6.89,30,40.9,19.51,17.88,18.03,10.85,22.2,20.12,22.27,11.23,14.28,14.28,11.27,10.58,5.5,4.02,29.9,7.69,5.51,22.57,46.82,8.99,10.07,31.22,5.12,21.9,3.25,24.88,42.09,12.93,5.69,25.61,34.49
"2012-01-03",24.18,25.4,19.2,12.16,25.6,23.2,27.08,15.89,16.15,17.89,12.1,40.1,6.44,4.66,34.75,11.47,5.79,28.55,50.8,8.94,11.99,37.95,6.35,24.02,7.23,27.7,8.96,52.2,7.07,29.71,42.72,19.42,17.96,18.22,10.77,22.02,20,22.59,11.81,14.98,14.48,11.55,10.22,5.58,4.18,30.12,7.92,5.68,22.57,46.63,8.94,10.6,32.1,5.22,22.66,3.32,25.63,43.85,13.39,5.84,25.37,36.02
"2012-01-04",24.06,25.4,19.1,11.98,25.91,23.1,27.21,16,15.99,18.69,12,40.79,6.4,4.53,34.4,11.49,5.9,29.27,50.27,9.05,12.18,37.69,6.4,24.17,7.27,26.65,8.87,54.6,7.06,30.06,43.01,19.33,17.96,18.13,10.62,22.29,19.92,22.7,11.89,14.83,15.13,11.46,10.4,5.55,4.07,29.82,7.93,5.78,23.13,46.15,9.05,10.77,31.88,5.26,22.8,3.34,24.66,43.41,14.01,5.83,25.67,36.27
"2012-01-05",23.81,25.21,18.25,11.9,25.98,22.7,27.43,15.87,15.6,18.31,11.95,41.19,6.37,4.38,35.16,11.44,6,29.27,51.98,8.95,11.7,37.55,6.29,24.02,7.16,25.82,8.55,53.5,6.79,30.51,41.86,19.12,17.82,17.32,10.54,22.35,19.57,22.88,11.79,14.47,14.82,11.41,10.5,5.52,3.93,30.48,7.9,5.88,23.13,47.72,8.95,10.35,31.77,5.17,22.66,3.29,23.89,41.84,13.72,5.6,26.05,35.3
"2012-01-06",23.21,25.59,18.11,11.84,25.97,22.7,27.1,15.83,15.48,18.14,11.98,41.25,6.52,4.39,35.75,11.5,6.07,29.71,52.7,8.94,11.63,36.9,6.31,24,7.4,26,8.49,53.5,6.72,30.69,41.5,18.64,18.09,17.19,10.49,22.34,19.57,22.61,11.76,14.36,14.68,11.44,10.52,5.65,3.94,30.99,7.94,5.95,23.48,48.38,8.94,10.28,31.22,5.19,22.64,3.4,24.06,41.55,13.72,5.55,26.2,34.99
"2012-01-09",23.4,25.72,18,11.95,26.04,22.7,27.3,15.83,15.73,18.24,12,41.83,6.38,4.51,36.78,11.58,5.87,30.33,52.97,8.66,11.91,37.25,6.44,24.48,7.37,26.62,8.54,54.1,6.7,30.86,41.45,18.8,18.18,17.08,10.59,22.4,19.57,22.77,11.76,14.59,14.76,11.46,10.66,5.53,4.05,31.88,7.99,5.75,23.97,48.63,8.66,10.53,31.51,5.29,23.09,3.38,24.63,41.79,13.88,5.53,26.35,34.95
"2012-01-10",23.89,25.85,18.2,12.11,25.4,22.72,27.76,16.45,15.64,17.87,11.75,41.15,6.52,4.58,37.88,11.76,5.85,30.62,54.89,8.8,12.52,37.25,6.63,24.82,7.39,26.58,9,53.65,6.86,30.52,41.4,19.19,18.28,17.27,10.73,21.85,19.59,23.16,12.22,14.51,14.46,11.22,10.49,5.65,4.11,32.83,8.12,5.73,24.2,50.39,8.8,11.07,31.51,5.45,23.42,3.39,24.59,44.04,13.76,5.66,26.06,34.91
"2012-01-11",24.25,25.88,17.95,11.88,25.32,22.61,27.7,16.45,15.66,17.61,11.92,40.8,6.38,4.5,38.1,11.75,5.76,30.35,54.5,8.8,12.79,37.46,6.69,24.85,7.45,25.97,9.08,53.6,6.7,30.89,41.71,19.48,18.3,17.03,10.53,21.78,19.5,23.11,12.22,14.53,14.25,11.38,10.4,5.53,4.04,33.02,8.11,5.65,23.99,50.03,8.8,11.31,31.69,5.5,23.44,3.42,24.03,44.43,13.75,5.53,26.37,35.17
"2012-01-12",24.46,25.85,18,11.53,25.35,22.45,27.8,16.5,15.95,17.63,11.83,40.31,6.4,4.43,38.1,11.73,5.6,30.25,54.55,8.5,12.77,37.6,6.71,25.16,7.38,26.1,8.97,53.4,6.68,30.85,41.29,19.65,18.28,17.08,10.22,21.8,19.36,23.19,12.26,14.8,14.27,11.3,10.28,5.55,3.98,33.02,8.1,5.49,23.91,50.08,8.5,11.29,31.81,5.52,23.74,3.39,24.15,43.9,13.7,5.51,26.34,34.82
"2012-01-13",24.7,25.26,18,11.53,25.4,22.29,27.44,16.37,15.15,17.63,11.77,40.5,6.29,4.2,37.56,11.65,5.42,30.05,53.8,8.38,12.03,37.84,6.45,25.37,7.33,25.59,8.5,52.82,6.87,31.4,40.45,19.84,17.86,17.08,10.22,21.85,19.22,22.89,12.16,14.06,14.27,11.24,10.32,5.45,3.77,32.56,8.04,5.31,23.75,49.39,8.38,10.64,32.01,5.3,23.93,3.37,23.68,41.6,13.55,5.67,26.81,34.11
"2012-01-16",24.7,26.4,18.32,11.57,25.5,21.95,27.5,16.42,15.25,17.75,12.07,40.25,6.34,4.23,38.1,11.67,5.44,30,54.95,8.49,12.22,37.45,6.6,25.97,7.48,26.85,8.63,53.3,7.12,31.5,40.71,19.84,18.67,17.39,10.25,21.93,18.93,22.94,12.2,14.15,14.36,11.53,10.26,5.45,3.77,33.02,8.04,5.31,23.75,49.39,8.38,10.81,31.68,5.43,24.5,3.37,23.68,42.23,13.67,5.88,26.9,34.33
"2012-01-18",25.75,26.91,18.7,11.52,25.49,22.54,27.54,17.06,15.07,17.79,12.02,39.55,6.32,4.43,39.2,12,5.94,29.9,54.74,8.4,13.02,39,6.69,26.44,7.71,27.25,8.96,53.18,7.26,30.7,43.1,20.68,19.03,17.75,10.21,21.92,19.43,22.97,12.67,13.98,14.4,11.48,10.08,5.48,3.98,33.98,8.28,5.82,23.63,50.25,8.4,11.51,32.99,5.5,24.94,3.54,25.21,43.85,13.64,5.99,26.21,36.34
"2012-01-19",25.8,26.64,19.02,11.5,25.12,22.31,27.5,17.35,15.61,17.59,12.2,39.63,6.48,4.32,40.2,12.05,5.95,29.43,57.15,8.38,13.64,39,6.93,26.39,7.63,28.02,9.3,53.9,7.28,30.94,42.98,20.72,18.83,18.05,10.19,21.61,19.24,22.94,12.89,14.48,14.24,11.65,10.1,5.62,3.88,34.84,8.32,5.83,23.26,52.46,8.38,12.06,32.99,5.7,24.9,3.5,25.93,45.51,13.83,6.01,26.42,36.24
"2012-01-20",26.1,26.7,19.17,11.61,25.45,22.12,27.7,17.9,16.24,17.58,12.15,39.83,6.55,4.31,40.2,12.04,6.02,29.25,57.61,8.3,13.92,39.4,7.1,26.35,7.69,28.05,9.2,54.18,7.43,30.95,42.92,20.96,18.88,18.19,10.29,21.89,19.07,23.11,13.3,15.07,14.23,11.6,10.15,5.68,3.87,34.84,8.31,5.9,23.12,52.88,8.3,12.31,33.33,5.84,24.86,3.53,25.95,45.02,13.9,6.13,26.43,36.19
"2012-01-23",26.1,26.48,19.25,11.75,25.21,21.88,27.43,18.16,16.2,17.13,12.15,39.88,6.64,4.25,40.15,11.89,5.82,28.75,58.5,8.08,13.86,38.4,7.17,27.3,7.84,27.52,9.17,54.48,7.63,30.5,42.61,20.96,18.72,18.27,10.41,21.68,18.87,22.88,13.49,15.03,13.86,11.6,10.17,5.76,3.82,34.8,8.21,5.7,22.72,53.7,8.08,12.26,32.48,5.89,25.75,3.6,25.46,44.88,13.97,6.3,26.04,35.93
"2012-01-24",26,26.5,19.5,11.8,25.35,22.24,27.7,18.13,15.9,17.22,11.9,39.39,6.71,4.25,40.26,11.7,5.9,28.85,59.16,8.1,13.45,38.32,7.09,27.73,7.83,27.5,9.13,54.6,7.79,30.65,43.01,20.88,18.74,18.51,10.46,21.8,19.18,23.11,13.47,14.75,13.94,11.36,10.04,5.82,3.82,34.9,8.08,5.78,22.8,54.31,8.1,11.89,32.42,5.83,26.16,3.59,25.45,44.68,14.01,6.43,26.17,36.27
"2012-01-26",26.58,26.72,19.35,12,25.4,22.49,27.7,18.33,16.56,17.35,12.15,40.4,7.15,4.45,41.62,11.8,5.92,28.25,59.6,8.08,14.16,38.9,7.46,27.19,7.83,28.18,9.71,56.34,7.55,30.54,42.79,21.35,18.89,18.36,10.63,21.85,19.39,23.11,13.62,15.36,14.04,11.6,10.3,6.2,4,36.08,8.15,5.8,22.33,54.71,8.08,12.52,32.91,6.13,25.65,3.59,26.07,47.52,14.45,6.23,26.08,36.08
"2012-01-27",27.05,26.92,19.46,11.88,25.4,22.7,27.7,18.3,16.81,17.48,11.8,40.42,7.46,4.49,41.7,11.66,5.99,27.22,57.85,8.19,14.13,38.29,7.3,26.86,7.84,28.3,9.88,56.1,7.47,29.95,43.04,21.73,19.03,18.47,10.53,21.85,19.57,23.11,13.6,15.6,14.15,11.27,10.3,6.47,4.03,36.14,8.05,5.87,21.51,53.11,8.19,12.49,32.39,6,25.34,3.6,26.19,48.35,14.39,6.17,25.57,36.29
"2012-01-30",27.37,26.6,19.42,11.9,25.44,22.91,27.5,18.04,16.69,17.64,11.74,40.63,7.19,4.5,41.5,11.54,6.3,27.29,58,8.16,13.64,38.07,7.2,26.8,7.92,28.05,9.68,56.92,7.58,30.5,43.49,21.98,18.81,18.43,10.54,21.88,19.75,22.94,13.4,15.48,14.28,11.21,10.36,6.23,4.04,35.97,7.97,6.18,21.57,53.24,8.16,12.06,32.21,5.92,25.28,3.64,25.95,47.37,14.6,6.26,26.04,36.67
"2012-01-31",27.19,25.94,19.07,12.16,25.8,22.74,28.27,18.25,16.18,17.95,12.06,40.7,7.2,4.77,42,11.44,6.39,27.44,59,8.02,13.45,37.42,7.08,26.91,7.92,28.69,9.44,58.34,7.4,30.34,44.7,21.84,18.34,18.1,10.77,22.19,19.61,23.58,13.56,15.01,14.53,11.52,10.38,6.24,4.28,36.4,7.9,6.26,21.69,54.16,8.02,11.89,31.66,5.82,25.39,3.64,26.55,46.2,14.96,6.11,25.9,37.69
"2012-02-01",27.48,26.02,19.5,12.83,25.73,23.87,28.87,18.52,16.99,17.78,12.42,40,7.6,5.05,42.4,11.66,6.63,27.3,58.73,8.3,13.77,38.6,7.52,27.2,8.35,29.5,10.26,58.01,7.67,29.86,45.6,22.07,18.4,18.51,11.37,22.13,20.58,24.08,13.76,15.76,14.39,11.86,10.2,6.59,4.53,36.75,8.05,6.5,21.58,53.91,8.3,12.18,32.65,6.18,25.66,3.83,27.3,50.21,14.88,6.33,25.5,38.45
"2012-02-02",27.4,25.96,20.2,12.95,25.7,23.75,28.6,18.18,17.13,17.47,11.95,40,7.73,5.35,42.21,11.7,6.45,26.9,59.76,8.09,14.08,39,7.53,26.8,8.27,28.73,10.68,58,8.04,29.57,45.57,22.01,18.37,19.17,11.47,22.11,20.48,23.86,13.51,15.89,14.14,11.41,10.2,6.7,4.8,36.59,8.08,6.32,21.26,54.86,8.09,12.45,32.99,6.19,25.28,3.8,26.58,52.26,14.88,6.64,25.25,38.43
"2012-02-03",27.3,26.19,20.61,12.78,25.6,23.74,28.85,18.65,17.57,17.64,12.07,40,7.82,5.11,42.25,11.73,6.6,26.55,60.83,8.2,14.28,39.74,7.8,26.86,8.31,29.45,10.79,58.28,8.19,29.5,45.87,21.93,18.53,19.56,11.32,22.02,20.47,24.07,13.86,16.3,14.28,11.53,10.2,6.78,4.59,36.62,8.1,6.47,20.98,55.84,8.2,12.63,33.62,6.41,25.34,3.82,27.25,52.8,14.95,6.76,25.19,38.68
