"data","BBAS3.SA_bovespa","BBDC3.SA_bovespa","BRML3.SA_bovespa","CCRO3.SA_bovespa","CPFE3.SA_bovespa","CRUZ3.SA_bovespa","CSAN3.SA_bovespa","CSNA3.SA_bovespa","CYRE3.SA_bovespa","ELET3.SA_bovespa","EMBR3.SA_bovespa","ENBR3.SA_bovespa","EVEN3.SA_bovespa","GFSA3.SA_bovespa","HGTX3.SA_bovespa","ITSA4.SA_bovespa","JBSS3.SA_bovespa","LIGT3.SA_bovespa","LREN3.SA_bovespa","MRFG3.SA_bovespa","MRVE3.SA_bovespa","NATU3.SA_bovespa","PDGR3.SA_bovespa","PETR3.SA_bovespa","POMO4.SA_bovespa","RENT3.SA_bovespa","RSID3.SA_bovespa","SBSP3.SA_bovespa","SUZB5.SA_bovespa","TBLE3.SA_bovespa","VALE3.SA_bovespa","BBAS3.SA_yahoo","BBDC3.SA_yahoo","BRML3.SA_yahoo","CCRO3.SA_yahoo","CPFE3.SA_yahoo","CRUZ3.SA_yahoo","CSAN3.SA_yahoo","CSNA3.SA_yahoo","CYRE3.SA_yahoo","ELET3.SA_yahoo","EMBR3.SA_yahoo","ENBR3.SA_yahoo","EVEN3.SA_yahoo","GFSA3.SA_yahoo","HGTX3.SA_yahoo","ITSA4.SA_yahoo","JBSS3.SA_yahoo","LIGT3.SA_yahoo","LREN3.SA_yahoo","MRFG3.SA_yahoo","MRVE3.SA_yahoo","NATU3.SA_yahoo","PDGR3.SA_yahoo","PETR3.SA_yahoo","POMO4.SA_yahoo","RENT3.SA_yahoo","RSID3.SA_yahoo","SBSP3.SA_yahoo","SUZB5.SA_yahoo","TBLE3.SA_yahoo","VALE3.SA_yahoo"
"2008-03-20",24.9,42.95,16.44,26.75,36.15,44.5,24.5,60.99,24.5,27.2,17.09,23,10,29.8,8.8,10.2,6.39,22.25,34,15.2,34.9,18.5,19.9,83.25,5.75,16.4,16.99,37.6,25.5,20.01,52.73,18.4,15.82,7.39,3.04,10.45,2.31,19.51,18.26,21.77,19.44,15.7,3.86,7.95,12.49,7.3,6.12,6.22,12.29,29.16,15.15,9.67,13.68,7.75,38.18,2.27,14.72,82.21,7.25,20.78,15.47,40.66
"2008-03-24",25.5,43.5,16.98,26.75,36.5,45.89,25,61.44,24.35,27.05,17.8,23.3,10.09,31.55,9.3,10.05,6.79,22.91,33.1,15.78,36.2,18,20.29,84.68,5.93,16,17.69,39.1,26,20.85,55.45,18.84,16.02,7.63,3.04,10.55,2.39,19.91,18.39,21.63,19.34,16.35,3.91,8.02,13.23,7.71,6.03,6.61,12.65,28.38,15.73,10.03,13.31,7.9,38.84,2.34,14.36,85.59,7.53,21.19,16.12,42.76
"2008-03-25",26,44.72,17,27.85,36.82,47.4,25.65,62.26,24.15,26.8,17.8,24.2,10.5,33.2,9.14,10.41,6.8,23.2,32.8,16.2,37.5,18.63,20.45,89.57,6.05,16.09,18.14,39.01,26.59,21.8,57.02,19.21,16.47,7.64,3.16,10.65,2.49,20.43,18.64,21.46,19.16,16.35,4.06,8.35,13.92,7.58,6.24,6.62,12.81,28.13,16.15,10.39,13.78,7.96,41.08,2.39,14.44,87.77,7.52,21.67,16.85,43.97
"2008-03-26",25.5,43.8,16.7,27.39,35.85,46.5,25.5,62.75,24.2,26,17.48,25.3,10.4,32.14,9.25,10.47,6.9,22.91,32.24,16.7,36.21,18.62,20.5,90.5,6.03,16.25,17.99,38.9,26.2,21.6,59.51,18.84,16.13,7.51,3.11,10.37,2.44,20.31,18.78,21.5,18.59,16.06,4.24,8.27,13.48,7.67,6.28,6.72,12.65,27.65,16.64,10.04,13.77,7.98,41.51,2.38,14.58,87.05,7.5,21.35,16.7,45.89
"2008-03-27",24.6,43,16.12,27.12,35.7,45.75,25.7,62.24,24.3,26.15,17.3,25.1,10.2,31.99,9.1,10.11,6.9,22.35,31.3,17.3,34.3,18.45,20.7,88.35,6,16.1,17.2,38.74,26.3,21.3,59.75,18.21,15.84,7.25,3.08,10.32,2.4,20.47,18.63,21.59,18.69,15.89,4.21,8.11,13.41,7.55,6.06,6.72,12.34,26.84,17.24,9.51,13.64,8.06,40.52,2.37,14.45,83.22,7.46,21.44,16.47,46.08
"2008-03-28",23.42,42.3,16.3,26.2,35,45,25.6,62.84,23,26.4,17.35,25.5,10.11,30.27,8.9,10.05,6.65,21.8,32.1,17.5,30.91,17.85,20.5,88.14,5.62,15.84,15.7,38.75,25.68,21.1,59.8,17.31,15.58,7.33,2.97,10.12,2.36,20.39,18.81,20.43,18.87,15.94,4.28,8.04,12.69,7.38,6.03,6.48,12.04,27.53,17.44,8.57,13.2,7.98,40.43,2.22,14.25,75.97,7.47,20.93,16.31,46.11
"2008-03-31",23.11,42.7,15.64,25.89,35.31,45.49,26,62.56,23,26.8,17.47,26.2,10.1,29.01,8.98,10.3,7.15,22.19,33.1,17.9,31.2,17.9,20.6,89.67,5.75,16.71,15.01,38.61,26.49,22.49,60.5,17.08,15.73,7.03,2.94,10.21,2.39,20.71,18.73,20.43,19.16,16.05,4.39,8.03,12.16,7.45,6.18,6.96,12.25,28.38,17.84,8.65,13.24,8.02,41.13,2.27,15.03,72.63,7.44,21.59,17.39,46.65
"2008-04-01",24.66,43.8,16.1,27.8,37.5,46,25.75,65,24.12,27.45,17.45,27.4,9.99,30.02,9.07,10.64,7.4,23.27,33.7,18,31.85,19.2,21.5,91.31,5.81,17.68,15.1,38.65,27.7,22.75,61.75,18.22,16.13,7.24,3.16,10.84,2.41,20.51,19.46,21.43,19.62,16.03,4.6,7.95,12.59,7.52,6.38,7.21,12.85,29.5,17.94,8.83,14.2,8.37,41.88,2.29,15.91,73.06,7.45,22.58,17.59,47.62
"2008-04-02",25.25,44,16.2,27.3,38.3,45.7,25.7,64.25,24.6,28.55,17.31,27.99,10.49,30.26,9,10.7,7.35,23,35.2,17.75,33,19.7,22,93.5,5.9,17.51,16.25,39.5,28,23.23,61.1,18.66,16.21,7.28,3.1,11.08,2.4,20.47,19.23,21.86,20.41,15.9,4.7,8.34,12.69,7.46,6.41,7.16,12.7,30.81,17.69,9.15,14.57,8.57,42.88,2.33,15.75,78.63,7.61,22.82,17.96,47.12
"2008-04-03",24.9,43.6,15.95,27.18,39,45.69,25.7,66,25.66,28.59,17.32,28.38,9.86,32.05,9.2,10.84,7.39,23.5,34.7,17.99,32,20.25,21.99,94.86,6.11,18.5,16.85,39.61,28.6,23.25,61.87,18.4,16.06,7.17,3.09,11.28,2.4,20.47,19.76,22.8,20.44,15.91,4.76,7.84,13.44,7.63,6.5,7.2,12.98,30.38,17.93,8.87,14.97,8.56,43.51,2.41,16.64,81.53,7.63,23.31,17.97,47.71
"2008-04-04",24.66,44.5,16.2,27.1,40,46,27,67,25.35,28.5,17.7,28.4,9.7,33,9,10.72,7.5,23.27,34.5,18.36,31.5,19.86,22,94.88,6.45,17.5,16.85,40.45,28.21,23,62.51,18.22,16.39,7.28,3.08,11.57,2.41,21.5,20.06,22.52,20.37,16.26,4.76,7.71,13.84,7.46,6.43,7.3,12.85,30.2,18.3,8.73,14.69,8.57,43.52,2.55,15.74,81.53,7.79,22.99,17.78,48.2
"2008-04-07",24.95,30,16.57,26.47,39.72,46.25,25.8,66.9,25.76,27.2,17.71,27.29,9.8,32.17,8.99,10.75,7.54,23.59,34,18.89,31.6,19.6,22,94.55,6.27,17.8,17.01,40.25,29.5,22.9,62.41,18.44,16.58,7.45,3.01,11.49,2.43,20.55,20.03,22.89,19.44,16.27,4.58,7.79,13.66,7.45,6.44,7.34,13.03,29.76,18.83,8.76,14.49,8.57,43.37,2.48,16.01,82.3,7.76,24.04,17.7,48.13
"2008-04-08",25.1,30.4,16.85,27.6,38.26,46.16,25.2,68.9,25.7,27,18.5,27.9,9.55,31.7,9,10.95,7.55,23.85,35.15,19,30.5,19.07,21.19,96.68,6.32,17.95,16.7,40.38,30.35,23.35,62.7,18.55,16.8,7.57,3.13,11.06,2.42,20.07,20.63,22.83,19.3,17,4.68,7.6,13.46,7.46,6.56,7.35,13.17,30.77,18.94,8.45,14.1,8.25,44.34,2.5,16.15,80.8,7.78,24.74,18.05,48.35
"2008-04-09",24.35,29.72,16.75,27,37.92,46.05,23.7,68.79,25.25,26,18.05,27.7,9.5,30.9,9.1,10.75,7.4,23.69,34.04,18.69,29.1,19.8,19.85,96.6,6.1,18.2,15.9,39.76,29.65,22.6,61.6,17.99,16.42,7.53,3.07,10.97,2.42,18.88,20.59,22.43,18.59,16.58,4.65,7.56,13.12,7.55,6.44,7.21,13.08,29.8,18.63,8.06,14.64,7.73,44.31,2.41,16.49,76.93,7.66,24.17,17.47,47.5
"2008-04-10",23.56,30.29,16.2,26.85,38.5,46.69,23.9,68.75,24.86,25.49,18.32,28.7,9.9,29.91,9.7,10.61,7.7,24.07,33.4,18,29.75,20.05,19.94,97.03,6.1,18.1,14.91,39.42,29.55,22.1,61.21,17.41,16.74,7.28,3.05,11.13,2.45,19.04,20.58,22.09,18.22,16.83,4.81,7.87,12.7,8.04,6.36,7.5,13.29,29.24,17.94,8.24,14.83,7.77,44.5,2.41,16.4,72.14,7.6,24.08,17.09,47.2
"2008-04-11",23.4,29.7,16,27.04,38.02,45.7,24,68.5,25.1,25.65,18.01,28.2,10.14,29.8,9.69,10.41,7.69,23.3,32.79,17.85,30.1,19.7,20.16,95.11,6.2,17.8,14.74,38.7,29.5,21.85,60.11,17.29,16.41,7.19,3.07,10.99,2.4,19.12,20.51,22.3,18.34,16.55,4.73,8.06,12.65,8.03,6.24,7.49,12.87,28.7,17.79,8.34,14.57,7.85,43.62,2.45,16.25,71.32,7.46,24.04,16.89,46.35
"2008-04-14",22.62,29.1,15.72,26.54,38,46.89,24,66.47,23.94,25.58,17.42,27.5,10,29.8,9.74,10.23,7.75,22.67,30.8,17.75,30.75,19.64,19.7,102.41,6.22,17,14.55,39.39,29.2,21.2,59.32,16.71,16.08,7.07,3.01,10.99,2.46,19.12,19.9,21.27,18.29,16,4.61,7.95,12.65,8.08,6.13,7.55,12.52,26.96,17.69,8.52,14.52,7.67,46.97,2.46,15.52,70.4,7.59,23.8,16.39,45.74
"2008-04-15",22.77,29.3,15.65,26.75,38.35,46.44,24.7,67.45,24.13,24.9,17.3,27.49,9.73,29.78,9.82,10.26,7.7,22,32.39,18.16,29.75,18.76,20.25,103.11,6.25,17.45,13.85,39.7,28.9,22.23,60.77,16.82,16.19,7.03,3.04,11.09,2.44,19.67,20.19,21.44,17.8,15.89,4.61,7.78,12.65,8.14,6.15,7.5,12.15,28.35,18.1,8.24,13.87,7.89,47.29,2.47,15.93,67.01,7.65,23.55,17.19,46.86
"2008-04-16",24.35,30.35,15.8,27,38.74,47.01,26.5,71.4,24.5,24.7,17.31,27.15,9.46,30.77,9.85,10.78,7.66,22.32,33.69,18.75,32.1,18.8,20.87,101.65,6.11,17.45,14.39,39.49,29.21,23.28,62.61,17.99,16.77,7.1,3.07,11.2,2.47,21.11,21.37,21.77,17.66,15.9,4.55,7.56,13.07,8.17,6.46,7.46,12.33,29.49,18.69,8.9,13.9,8.13,46.62,2.41,15.93,69.63,7.61,23.81,18,48.28
"2008-04-17",25.35,30.8,15.8,27.7,38.5,46.01,26.94,71.15,24.1,25.25,17.3,27.16,9.49,30,9.9,11.03,7.65,22.82,33.25,18.5,32.95,18.29,22.2,103.6,6.17,17.85,14.05,40.2,29.05,23.3,62.65,18.73,17.02,7.1,3.15,11.13,2.41,21.46,21.3,21.41,18.05,15.89,4.56,7.58,12.74,8.21,6.61,7.45,12.6,29.11,18.44,9.13,13.53,8.65,47.52,2.44,16.29,67.98,7.75,23.68,18.01,48.31
"2008-04-18",25.4,31,15.79,27.76,38.73,46.49,27.15,72.2,23.5,25.3,17.6,28,9.94,30.24,9.95,11.29,8.2,23.15,33.4,18.5,34.3,18.7,21.5,104.4,6.4,18.4,14.25,41.19,28.5,23.4,63.2,18.77,17.13,7.1,3.15,11.2,2.44,21.62,21.61,20.88,18.09,16.17,4.7,7.94,12.84,8.25,6.77,7.99,12.78,29.24,18.44,9.51,13.83,8.37,47.88,2.53,16.79,68.95,7.94,23.23,18.09,48.74
"2008-04-22",25.1,30.77,15.75,27.9,38.55,45.66,27.29,72.5,23.74,24.9,17.32,28.04,9.99,30.35,9.72,11.06,8.56,23.24,34.49,18.78,32.51,18.66,21.79,105.61,6.17,17.99,14.93,40.69,28.2,22.7,65.26,18.55,17,7.08,3.17,11.15,2.39,21.74,22.72,21.09,17.8,15.91,4.7,7.98,12.89,8.06,6.63,8.34,12.83,30.19,18.72,9.01,13.8,8.49,48.44,2.44,16.42,72.24,7.84,22.98,17.55,50.32
"2008-04-23",24.55,30.85,16.25,27.5,38.4,45.8,27,72.6,23.49,24.5,17.25,27.5,9.89,29.7,9.9,10.9,8.59,23.01,33.9,19.3,32,18.25,21.05,104.21,6.1,18,14.85,40.89,28.1,22.95,64.8,18.14,17.05,7.3,3.12,11.1,2.4,21.5,22.75,20.87,17.51,15.85,4.61,7.9,12.61,8.21,6.53,8.36,12.71,29.68,19.24,8.87,13.5,8.2,47.8,2.41,16.43,71.85,7.88,22.9,17.74,49.97
"2008-04-24",25.32,31,17,27.27,39.11,44.8,26.5,70.56,23,25,17.31,27,9.95,30.11,9.82,10.88,8.46,22.72,34.35,19.3,32,17.6,21,102,6.06,18,15.31,41.71,27.9,23,62.25,18.71,17.13,7.64,3.1,11.31,2.35,21.11,22.11,20.43,17.87,15.9,4.53,7.95,12.79,8.14,6.52,8.24,12.55,30.07,19.24,8.87,13.01,8.18,46.78,2.39,16.43,74.08,8.04,22.74,17.78,48
"2008-04-25",26.6,31.38,16.6,27.9,39.45,45.51,26.4,71.05,23.44,24.5,17.35,27,9.59,30.65,9.85,11.1,8.5,23.28,35,19.47,32.3,18.1,21.94,103,6.05,18.6,15.2,42.99,28.39,23.2,63,19.65,17.34,7.46,3.17,11.41,2.39,21.03,22.27,20.83,17.51,15.94,4.53,7.66,13.02,8.17,6.65,8.28,12.86,30.64,19.4,8.95,13.38,8.54,47.24,2.39,16.98,73.55,8.28,23.14,17.94,48.58
"2008-04-28",26.75,31.4,17.19,28.1,40.1,45.6,27,72.3,24.89,23.95,17.52,27.4,9.31,32.45,9.9,11.24,8.5,23.89,35.44,19.4,31.89,18.4,22.07,51.85,6.06,18.71,15.01,42.58,28.5,23.45,63.86,19.77,17.35,7.73,3.17,11.6,2.39,21.5,22.66,22.11,17.12,16.1,4.6,7.44,13.78,8.21,6.74,8.28,13.19,31.02,19.34,8.84,13.61,8.59,47.56,2.39,17.08,72.63,8.2,23.23,18.13,49.24
"2008-04-29",26.36,30.74,16.38,27.68,38.45,43.71,26,69.5,24.01,23.95,17.42,27.01,10.15,31.99,9.8,11.01,8.6,23.24,34.4,19.2,30.5,17.85,21.84,49.74,6.2,18.65,15.2,41.81,28.3,22.4,62.3,19.48,16.99,7.36,3.14,11.12,2.29,20.71,21.78,21.33,17.12,16,4.53,8.11,13.58,8.13,6.6,8.37,12.83,30.11,19.14,8.45,13.2,8.51,45.63,2.45,17.02,73.55,8.06,23.07,17.32,48.04
"2008-04-30",28.9,32.89,18.3,32,41.95,46.58,29.9,72.8,27.73,25,17.35,27.58,10.55,36.49,10.2,10.95,8.65,25.02,39.2,19.4,35,19.4,24.35,50.6,6.8,21.5,16.43,41.61,29,23.32,65.64,21.35,18.18,8.23,3.63,12.13,2.44,23.81,22.81,24.64,17.87,15.94,4.63,8.43,15.5,8.46,6.56,8.42,13.82,34.32,19.34,9.7,14.35,9.54,46.42,2.69,19.62,79.5,8.02,23.64,18.03,50.62
"2008-05-02",30.43,34.49,22,31.35,40.41,47.01,28,71,29.01,25.9,17.15,27.81,11.6,38.26,10.2,11.31,8.64,25.8,40,19.5,37.8,19.59,26.95,51.51,7.1,21,18.9,44.3,28.1,23,65.4,22.48,19.06,9.89,3.56,11.69,2.47,22.3,22.25,25.77,18.51,15.76,4.66,9.27,16.25,8.46,6.78,8.43,14.25,35.02,19.43,10.48,14.49,10.56,47.25,2.8,19.17,91.45,8.54,22.9,17.78,50.43
"2008-05-05",30,34.36,21.14,31.5,41.84,47.33,27.99,72.1,29,25.5,17.19,29.54,12.39,37.4,10.71,11.4,8.31,28.19,40,18.8,38,19.61,26.6,52.8,7.29,20,19.82,45.68,27.35,24.5,66.6,22.17,19,9.5,3.58,12.1,2.48,22.29,22.6,25.77,18.53,15.79,4.96,9.9,15.88,8.88,6.83,8.11,15.57,35.02,18.74,10.53,14.5,10.42,48.43,2.88,18.25,95.9,8.8,22.29,18.94,51.36
"2008-05-06",28.9,33,19.71,32.4,40.99,47.99,27,74.21,27.95,25.19,17.4,30.2,12.27,35.5,10.95,11.11,8.3,26.77,39.9,18.7,37.4,18.8,25,54.29,7.3,19.48,18.82,45.38,27.96,24.5,67.82,21.35,18.25,8.86,3.68,11.85,2.52,21.5,23.26,24.83,18.3,15.99,5.07,9.81,15.07,9.08,6.66,8.1,14.78,34.93,18.64,10.36,13.9,9.8,49.8,2.88,17.78,91.06,8.74,22.79,18.94,52.3
"2008-05-07",27.99,33,19.1,32,39.7,46.31,26,75.58,26.9,24.7,17.21,29.95,12.09,34.2,10.99,10.92,8.18,25.69,38.7,18.68,37.65,18.16,24.4,53.81,7.18,19,18.05,45.01,28.44,24.6,65.95,20.68,18.25,8.58,3.63,11.48,2.43,20.71,23.69,23.9,17.94,15.81,5.02,9.66,14.52,9.11,6.55,7.98,14.19,33.88,18.62,10.43,13.43,9.56,49.36,2.84,17.34,87.34,8.67,23.18,19.02,50.86
"2008-05-08",28.75,33.4,19.15,32,40.5,47,26.68,78.4,26.73,24.91,17.15,30.4,12.34,35,11.2,11.01,8.3,25,38.2,18.5,38.2,18.48,23.4,53.9,7.1,19.3,18.15,45.36,29.1,24.75,66.74,21.24,18.47,8.61,3.63,11.71,2.46,21.25,24.57,23.75,18.1,15.76,5.1,9.86,14.86,9.29,6.6,8.1,13.81,33.44,18.44,10.59,13.67,9.17,49.44,2.8,17.61,87.82,8.74,23.72,19.13,51.47
"2008-05-09",28.55,33.2,19.15,32.21,39.5,46.92,27.75,79.05,26,25,17.12,30.25,12.04,34.66,11.4,10.95,7.85,25.16,37.41,18.3,37.46,18.65,24.5,54.74,7.4,20.2,18,44.94,28.61,24.67,66.41,21.1,18.36,8.61,3.66,11.42,2.46,22.1,24.77,23.1,18.16,15.73,5.07,9.62,14.72,9.45,6.56,7.66,13.89,32.75,18.24,10.38,13.79,9.6,50.21,2.92,18.44,87.09,8.66,23.32,19.07,51.21
"2008-05-12",28.99,33.75,19.4,32.48,39.66,47.66,28.25,79.49,26.53,25.26,17.28,30.5,12.01,35.51,11.49,11.01,7.81,25.45,39,17.9,37.5,18.8,24.97,54.92,7.6,21.15,18.97,45.78,29,24.99,67.31,21.42,18.66,8.72,3.69,11.47,2.5,22.5,24.91,23.57,18.35,15.88,5.12,9.6,15.08,9.53,6.6,7.62,14.05,34.14,17.84,10.39,13.9,9.78,50.38,3,19.3,91.79,8.82,23.64,19.32,51.9
"2008-05-13",28.4,33.45,19.75,32.7,39.1,48.53,28.39,79.9,26.99,25.77,17.13,30.3,11.6,34.87,11.34,10.79,7.7,25.8,38.15,17.61,38.5,18.64,25.05,56.24,7.78,20.85,18.82,46.15,28.9,24.63,67.5,20.98,18.5,8.88,3.71,11.31,2.55,22.61,25.04,23.98,18.72,15.74,5.08,9.27,14.81,9.4,6.47,7.51,14.25,33.4,17.55,10.67,13.78,9.82,51.59,3.07,19.03,91.06,8.89,23.55,19.04,52.05
"2008-05-14",28.93,33.2,19.9,32.79,38.76,50.6,27.88,79,26.33,25.32,17.1,30.1,11,34.01,11.39,10.7,7.55,26.8,37.5,18.44,39.1,19.16,25.49,55.36,7.8,20.35,18.6,45.44,28.85,23.91,67.26,21.38,18.36,8.94,3.72,11.21,2.65,22.21,24.76,23.39,18.39,15.71,5.05,8.79,14.44,9.44,6.41,7.37,14.8,32.83,18.38,10.84,14.17,9.99,50.78,3.08,18.57,90,8.76,23.51,18.48,51.87
"2008-05-15",29.5,33.25,20,32.45,39.3,50.9,27.9,81.2,26.9,25.6,17.3,31.6,11.1,35,11.26,11,7.55,27.03,39.35,19.15,39.49,19.9,26.49,56.4,7.85,20.5,18.31,46.5,29.29,24,69.6,21.8,18.38,8.99,3.68,11.36,2.67,22.22,25.45,23.9,18.6,15.89,5.3,8.87,14.86,9.34,6.59,7.37,14.93,34.45,19.09,10.94,14.72,10.38,51.74,3.1,18.71,88.59,8.96,23.87,18.55,53.67
"2008-05-16",29.9,33.69,19.9,31.39,40.24,52.5,27.9,83.3,27.3,26,17.28,31.87,11.15,35.99,11.4,10.91,7.89,26.65,40,19.68,39.62,20.4,25.8,57.9,8.1,20.7,15.58,45.96,29.8,24.53,72.09,22.09,18.63,8.94,3.56,11.64,2.75,22.22,26.11,24.26,18.89,15.88,5.35,8.91,15.28,9.45,6.54,7.7,14.72,35.02,19.61,10.98,15.09,10.11,53.11,3.2,18.89,75.39,8.86,24.29,18.96,55.59
"2008-05-19",30.15,34,19.6,30.45,39.4,51.8,27.5,84.37,27.6,26.6,17.31,32.5,11.49,35.35,11.85,10.98,8.2,25.6,38.3,20.2,38.2,20.16,25.99,59.69,8,21.61,14.75,45.86,30.28,23.05,71.5,22.28,18.8,8.81,3.46,11.39,2.72,21.9,26.44,24.52,19.32,15.9,5.45,9.18,15.01,9.83,6.58,8,14.14,33.53,20.13,10.59,14.91,10.18,54.75,3.16,19.72,71.37,8.84,24.68,17.82,55.14
"2008-05-20",30.1,33.85,19.39,31.15,39.05,51.8,27.35,83.95,26.95,26.55,17.18,32.8,11.7,34.41,11.5,10.77,8.35,25.35,38.7,20.75,37.05,20.1,25.9,61.5,7.77,21.4,15.59,45.56,29.4,22.25,71.5,22.24,18.72,8.72,3.54,11.29,2.72,21.78,26.31,23.94,19.29,15.78,5.5,9.35,14.61,9.54,6.46,8.15,14,33.88,20.68,10.27,14.86,10.15,56.41,3.07,19.53,75.43,8.78,23.96,17.2,55.14
"2008-05-21",29.15,33.1,19.2,30.25,38.36,50.16,27.3,81.6,26.3,26.4,16.65,31.7,11.85,32.83,11.4,10.65,8.6,25.4,37.55,21.1,37,18.9,25.3,62.3,7.5,20.85,15.65,44.49,29.5,22.2,69.2,21.54,18.3,8.63,3.43,11.09,2.63,21.74,25.57,23.37,19.18,15.3,5.32,9.47,13.94,9.45,6.38,8.39,14.03,32.87,21.03,10.25,13.98,9.91,57.15,2.96,19.03,75.72,8.57,24.04,17.16,53.36
"2008-05-23",28.33,32.98,19.4,30.42,38.25,51,26.3,81.71,25.75,26.05,15.6,30.9,12,32.12,11.1,10.5,8.5,25.2,38.55,21.23,36,18.31,24.55,59.95,7.9,20.2,16.2,44.25,29.75,22.4,68.25,20.93,18.24,8.72,3.45,11.06,2.67,20.95,25.61,22.88,18.93,14.33,5.18,9.59,13.64,9.2,6.3,8.29,13.92,33.75,21.16,9.98,13.54,9.62,54.99,3.12,18.44,78.38,8.53,24.25,17.32,52.63
"2008-05-26",28.35,32.68,19.09,30.1,38.6,50.1,26,82.5,25.28,25.8,15.72,30.8,11.8,32.3,11.03,10.6,8.46,25,37.56,21.35,35.82,18.37,24.99,61.7,7.85,20.9,15.95,43.59,29.64,22.85,67.5,20.95,18.07,8.58,3.42,11.16,2.63,20.71,25.85,22.46,18.74,14.44,5.17,9.43,13.72,9.15,6.36,8.25,13.81,32.88,21.28,9.93,13.58,9.79,56.6,3.1,19.07,77.18,8.4,24.16,17.67,52.05
"2008-05-27",29.1,33,19.49,29.56,38.2,50.01,25.25,81.2,25.06,25.1,15.29,30.39,11.57,32.35,10.7,10.97,8.65,24.43,36.85,22,35.4,18.05,24.51,59.2,7.8,20.6,15.46,44.68,29.2,22.9,66.19,21.5,18.25,8.76,3.36,11.05,2.62,20.11,25.45,22.27,18.24,14.05,5.1,9.25,13.74,8.87,6.58,8.44,13.49,32.26,21.93,9.81,13.35,9.6,54.3,3.08,18.8,74.8,8.61,23.8,17.7,51.04
"2008-05-28",30.85,34.15,19.15,30.08,38.69,51.99,26.01,83.6,26.59,26.31,14.96,31,11.55,34.05,11,11.32,9.3,25.49,39.4,23.25,38,18.87,25.98,60.49,7.98,21,16.36,46.2,29.9,23.77,67.66,22.8,18.88,8.61,3.42,11.19,2.73,20.72,26.2,23.62,19.11,13.74,5.2,9.23,14.46,9.12,6.79,9.07,14.08,34.49,23.17,10.53,13.95,10.18,55.49,3.15,19.17,79.16,8.9,24.37,18.38,52.17
"2008-05-29",31.01,34,18.61,31.04,38.2,50.25,25.9,80.55,26.49,25.7,14.98,30.8,11.65,34.81,10.5,11.23,9.7,25.2,39.1,23.16,38.2,19.5,26.01,58.01,7.9,20.75,15.95,45.37,29.5,23.28,64.45,22.91,18.8,8.36,3.52,11.05,2.64,20.63,25.24,23.54,18.67,13.76,5.17,9.31,14.78,8.71,6.73,9.46,13.92,34.23,23.08,10.59,14.42,10.19,53.21,3.12,18.94,77.18,8.74,24.04,18,49.7
"2008-05-30",32.54,34.2,19.4,32.71,38.19,50.13,25.6,79.3,27.28,29.49,15.29,31.7,11.79,36.35,11,11.75,9.9,25.16,40.5,23.6,39.5,18.8,26.89,57.4,7.69,21.5,15.9,45.95,30,23.9,65.51,24.04,18.91,8.72,3.71,11.04,2.63,20.39,24.85,24.24,21.42,14.05,5.32,9.42,15.44,9.12,7.04,9.66,13.89,35.45,23.52,10.95,13.9,10.54,52.65,3.04,19.62,76.93,8.85,24.45,18.48,50.52
"2008-06-02",31.67,33.79,18.74,32.54,37.2,49.21,25.54,79,25.8,30.7,14.53,30.78,11.7,35.2,11.25,11.19,9.7,23.8,40,23.1,38.5,18.35,27,58.44,7.58,20.35,15.6,43,29.99,24.15,65.29,23.4,18.68,8.42,3.69,10.76,2.58,20.34,24.76,22.92,22.3,13.35,5.16,9.35,14.95,9.33,6.71,9.46,13.14,35.02,23.02,10.67,13.57,10.58,53.61,2.99,18.57,75.48,8.29,24.44,18.67,50.35
"2008-06-03",30.5,32.89,18.75,32.8,36.6,48.71,24.65,77,24.5,30.6,14.2,30,11.65,33.56,11.06,10.98,9.17,24.3,38.01,23.35,37.85,18.13,25.92,55.49,7.5,20.25,14.81,40.85,29.35,23.2,62.96,22.54,18.19,8.43,3.72,10.58,2.55,19.63,24.13,21.77,22.23,13.05,5.03,9.31,14.25,9.17,6.58,8.95,13.42,33.27,23.27,10.49,13.41,10.16,50.9,2.96,18.48,71.66,7.87,23.92,17.94,48.55
"2008-06-04",30.21,32.45,18.1,33.6,37.3,47.49,23.97,76.4,23.87,30.4,14.25,31.13,11.64,32.2,10.72,11.03,9,24.01,37.5,22.5,37.35,17.75,25.8,53.5,7.31,20.51,14.85,42.2,28.6,24.05,60.74,22.32,17.94,8.14,3.82,10.79,2.49,19.09,23.94,21.21,22.09,13.09,5.22,9.3,13.67,8.89,6.61,8.78,13.26,32.83,22.42,10.35,13.13,10.11,49.08,2.89,18.72,71.85,8.13,23.31,18.59,46.84
"2008-06-05",31.8,33.49,18,33.75,38.69,49.32,25.29,80.51,25.69,30.95,14.1,32.19,11.69,34.4,11.79,11.41,9.05,25.2,40.05,22,39,18.35,26.4,56.14,7.59,20.47,15.6,43.95,29,24.65,62.85,23.5,18.52,8.09,3.81,11.57,2.6,19.9,25.6,22.83,22.36,12.88,5.4,9.23,14.65,9.78,6.89,8.88,13.86,34.93,21.88,10.92,13.57,10.35,51.42,2.92,18.99,75,8.47,23.64,19.06,48.92
